Title,Type,Episodes,Status,Start airing,End airing,Starting season,Studios,Sources,Genres,Rating,Score,Scored by,Members,Favorites
Mahoujin Guruguru (2017),TV,24,Finished Airing,7/11/2017,12/20/2017,Summer,Production I.G,Manga,"Adventure,Fantasy,Magic,Comedy,Shounen",PG-13,7.97,5000,18823,148
Maria-sama ga Miteru 3rd,OVA,5,Finished Airing,12/29/2006,7/25/2007,-,Studio Deen,Light novel,"Drama,School,Shoujo Ai,Slice of Life",PG-13,7.96,7208,14333,67
Saint Seiya,TV,114,Finished Airing,10/11/1986,4/1/1989,Fall,Toei Animation,Manga,"Adventure,Fantasy,Sci-Fi,Shounen",PG-13,7.96,50620,94685,2840
Seitokai Yakuindomo* OVA,OVA,9,Currently Airing,5/16/2014,8/16/2019,-,GoHands,4-koma manga,"Slice of Life,Comedy,School,Shounen",R,7.96,15773,39005,43
The Everlasting Guilty Crown,Music,1,Finished Airing,3/7/2012,-,-,-,Web manga,Music,G,7.96,8811,17384,55
Working'!!,TV,13,Finished Airing,10/1/2011,12/24/2011,Fall,A-1 Pictures,4-koma manga,"Slice of Life,Comedy,Romance",PG-13,7.96,92123,154451,384
Yaoguai Mingdan 2nd Season,ONA,21,Finished Airing,8/2/2017,12/29/2017,-,Haoliners Animation League,Web manga,"Action,Comedy,Romance,Fantasy",R,7.98,418,1724,14
Break Blade 4: Sanka no Chi,Movie,1,Finished Airing,10/30/2010,-,-,"Production I.G,Xebec",Manga,"Action,Fantasy,Mecha,Military,Shounen",R,7.95,29100,46592,28
Gochuumon wa Usagi desu ka??,TV,12,Finished Airing,10/10/2015,12/26/2015,Fall,"Kinema Citrus,White Fox",4-koma manga,"Slice of Life,Comedy",PG-13,7.95,26964,60378,620
Hidamari Sketch x Honeycomb,TV,12,Finished Airing,10/5/2012,12/21/2012,Fall,Shaft,4-koma manga,"Slice of Life,Comedy,School,Seinen",PG-13,7.95,6561,14880,106
Hoozuki no Reitetsu OVA,OVA,4,Finished Airing,2/23/2015,3/23/2017,-,"Studio Deen,Wit Studio",Manga,"Comedy,Demons,Fantasy,Supernatural",PG-13,7.95,3935,9798,13
Kokoro Connect,TV,13,Finished Airing,7/8/2012,9/30/2012,Summer,Silver Link.,Light novel,"Slice of Life,Comedy,Supernatural,Drama,Romance,School",PG-13,7.95,207732,393530,5469
Mobile Suit Gundam Thunderbolt: December Sky,Movie,1,Finished Airing,6/25/2016,-,-,Sunrise,Manga,"Action,Military,Sci-Fi,Space,Drama,Mecha",R,7.95,3811,7606,45
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,1,Finished Airing,4/30/2009,-,-,"Brain's Base,Marvy Jack",Light novel,"Adventure,Historical,Romance,Fantasy",PG-13,7.95,57938,101212,238
Uchouten Kazoku,TV,13,Finished Airing,7/7/2013,9/29/2013,Summer,P.A. Works,Novel,"Slice of Life,Comedy,Demons,Drama,Fantasy",PG-13,7.95,34230,100458,1059
Yuru Yuri Nachuyachumi!,OVA,1,Finished Airing,2/18/2015,-,-,TYO Animations,Manga,"Comedy,Shoujo Ai,Slice of Life",PG-13,7.95,22034,40162,112
Baby Steps,TV,25,Finished Airing,4/6/2014,9/21/2014,Spring,Studio Pierrot,Manga,"Romance,School,Shounen,Sports",PG-13,7.94,42869,82839,616
Detective Conan Movie 09: Strategy Above the Depths,Movie,1,Finished Airing,4/9/2005,-,-,TMS Entertainment,Manga,"Adventure,Mystery,Comedy,Police,Shounen",PG-13,7.94,15595,26209,15
Detective Conan Movie 12: Full Score of Fear,Movie,1,Finished Airing,4/19/2008,-,-,TMS Entertainment,Manga,"Adventure,Police,Comedy,Mystery,Shounen",PG-13,7.94,14665,24847,9
Full Metal Panic! Invisible Victory,TV,12,Currently Airing,4/13/2018,-,Spring,Xebec,Light novel,"Action,Military,Mecha",PG-13,7.94,1283,30055,89
Gungrave,TV,26,Finished Airing,10/7/2003,3/30/2004,Fall,Madhouse,Game,"Action,Drama,Sci-Fi,Seinen,Super Power",R,7.94,46886,117297,1940
Jungle wa Itsumo Hare nochi Guu,TV,26,Finished Airing,4/3/2001,9/25/2001,Spring,Shin-Ei Animation,Manga,"Slice of Life,Comedy,School",PG-13,7.94,10485,24916,365
Karakai Jouzu no Takagi-san,TV,12,Finished Airing,1/8/2018,3/26/2018,Winter,Shin-Ei Animation,Manga,"Slice of Life,Comedy,Romance,School,Shounen",PG-13,7.94,42869,119724,1015
Kyou kara Maou! 3rd Series,TV,39,Finished Airing,4/3/2008,2/19/2009,Spring,Studio Deen,Light novel,"Adventure,Comedy,Demons,Fantasy,Shoujo",PG-13,7.94,8933,22661,129
Musekinin Kanchou Tylor,TV,26,Finished Airing,1/25/1993,7/19/1993,Winter,Tatsunoko Production,Light novel,"Military,Sci-Fi,Space,Comedy,Parody",PG-13,7.94,9412,25787,339
Neko no Ongaeshi,Movie,1,Finished Airing,7/20/2002,-,-,Studio Ghibli,Other,"Adventure,Drama,Fantasy",G,7.94,74225,118024,632
Saint†Oniisan (Movie),Movie,1,Finished Airing,5/10/2013,-,-,A-1 Pictures,Manga,"Comedy,Seinen,Slice of Life",PG-13,7.94,20597,42822,223
Seitokai Yakuindomo Movie,Movie,1,Finished Airing,7/21/2017,-,-,GoHands,4-koma manga,"Slice of Life,Comedy,School,Shounen",R,7.95,3885,17634,29
Tiger & Bunny Movie 2: The Rising,Movie,1,Finished Airing,2/8/2014,-,-,Sunrise,Original,"Action,Mystery,Comedy,Super Power",PG-13,7.94,6458,17395,29
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Movie,1,Finished Airing,4/15/2017,-,-,Studio Gokumi,Light novel,"Drama,Fantasy,Magic,Slice of Life",PG-13,7.93,2397,6896,20
City Hunter 3,TV,13,Finished Airing,10/15/1989,1/21/1990,Fall,Sunrise,Manga,"Action,Comedy,Mystery,Shounen",PG-13,7.93,4193,8771,21
Danshi Koukousei no Nichijou Specials,Special,6,Finished Airing,4/3/2012,9/4/2012,-,Sunrise,Web manga,"Comedy,School,Shounen,Slice of Life",PG-13,7.93,37282,67315,111
Gake no Ue no Ponyo,Movie,1,Finished Airing,7/19/2008,-,-,Studio Ghibli,Original,"Adventure,Fantasy",G,7.93,130000,196805,912
Gundam Build Fighters,TV,25,Finished Airing,10/7/2013,3/31/2014,Fall,Sunrise,Original,"Action,Sci-Fi,Mecha",G,7.93,20140,41545,479
Lupin III: Part 5,TV,24,Currently Airing,4/4/2018,-,Spring,Telecom Animation Film,Web manga,"Action,Adventure,Mystery,Comedy,Seinen",PG-13,7.94,848,8374,15
Seikai no Senki II,TV,10,Finished Airing,7/11/2001,9/26/2001,Summer,Sunrise,Light novel,"Action,Military,Romance,Sci-Fi,Space",PG-13,7.93,8575,15997,100
Tasogare Otome x Amnesia,TV,12,Finished Airing,4/9/2012,6/25/2012,Spring,Silver Link.,Manga,"Horror,Mystery,Romance,School,Shounen,Supernatural",R,7.93,110242,224000,3031
Vampire Hunter D (2000),Movie,1,Finished Airing,8/25/2000,-,-,Madhouse,Novel,"Action,Drama,Fantasy,Horror,Romance,Sci-Fi,Vampire",R,7.93,49725,86185,859
Watashi no Ashinaga Ojisan,TV,40,Finished Airing,1/4/1990,12/23/1990,Winter,Nippon Animation,Novel,"Comedy,Historical,Romance,School,Shoujo,Slice of Life",G,7.93,3312,7513,77
Yuusha-Ou GaoGaiGar,TV,49,Finished Airing,2/1/1997,1/31/1998,Winter,Sunrise,Original,"Adventure,Mecha,Sci-Fi,Shounen",G,7.93,3489,12278,227
Zhen Hun Jie,ONA,24,Finished Airing,4/28/2016,10/20/2016,-,L²Studio,Manga,"Action,Supernatural",PG-13,7.93,2079,8289,51
Ajin 2nd Season,TV,13,Finished Airing,10/8/2016,12/24/2016,Fall,Polygon Pictures,Manga,"Action,Mystery,Horror,Supernatural,Seinen",R,7.92,70700,131088,382
Akagami no Shirayuki-hime,TV,12,Finished Airing,7/7/2015,9/22/2015,Summer,Bones,Manga,"Fantasy,Romance,Drama,Shoujo",PG-13,7.92,120883,251195,3380
Baka to Test to Shoukanjuu Ni!,TV,13,Finished Airing,7/8/2011,9/30/2011,Summer,Silver Link.,Light novel,"Comedy,Super Power,Romance,School",PG-13,7.92,142273,233083,1102
Break Blade 5: Shisen no Hate,Movie,1,Finished Airing,1/22/2011,-,-,"Production I.G,Xebec",Manga,"Action,Mecha,Military,Shounen",R,7.92,27971,44786,23
Charlotte,TV,13,Finished Airing,7/5/2015,9/27/2015,Summer,P.A. Works,Original,"Drama,School,Super Power",PG-13,7.92,309155,520429,9360
D.Gray-man Hallow,TV,13,Finished Airing,7/5/2016,9/27/2016,Summer,TMS Entertainment,Manga,"Action,Adventure,Super Power,Demons,Shounen",R,7.92,40064,107338,806
Dragon Ball Kai (2014),TV,61,Finished Airing,4/6/2014,6/28/2015,Spring,Toei Animation,Manga,"Action,Adventure,Comedy,Fantasy,Martial Arts,Shounen,Super Power",PG-13,7.92,34715,69128,440
Gekkan Shoujo Nozaki-kun Specials,Special,6,Finished Airing,9/24/2014,2/25/2015,-,Doga Kobo,4-koma manga,"Comedy,Romance,School",PG-13,7.92,39397,71001,69
Ghost Hunt,TV,25,Finished Airing,10/4/2006,3/28/2007,Fall,J.C.Staff,Novel,"Comedy,Horror,Mystery,Shoujo,Supernatural",PG-13,7.92,68825,151431,2566
Goku Sayonara Zetsubou Sensei,OVA,3,Finished Airing,10/17/2008,2/17/2009,-,Shaft,Manga,"Comedy,Parody,School",R,7.92,22889,46026,87
Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,6,Finished Airing,8/25/2002,1/25/2003,-,Shin-Ei Animation,Manga,"Comedy,Slice of Life",PG-13,7.92,5509,9626,25
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",Special,1,Finished Airing,9/20/2017,-,-,Kyoto Animation,Manga,"Slice of Life,Comedy,Fantasy",PG-13,7.92,28100,49694,63
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,OVA,8,Finished Airing,10/26/2016,9/27/2017,-,Shaft,Novel,"Action,Mystery,Supernatural,Drama",R,7.92,10272,43714,280
Kuroko no Basket 3rd Season NG-shuu,Special,9,Finished Airing,4/24/2015,12/24/2015,-,Production I.G,Manga,"Comedy,Sports",PG-13,7.92,6431,18322,74
Maria-sama ga Miteru 4th,TV,13,Finished Airing,1/3/2009,3/28/2009,Winter,Studio Deen,Light novel,"School,Shoujo,Shoujo Ai,Slice of Life",PG-13,7.92,6323,13801,61
Mobile Suit Gundam Wing: Endless Waltz Movie,Movie,1,Finished Airing,8/1/1998,-,-,Sunrise,Original,"Action,Space,Mecha,Military,Drama,Sci-Fi",PG-13,7.92,26128,40923,178
New Game!!,TV,12,Finished Airing,7/11/2017,9/26/2017,Summer,Doga Kobo,4-koma manga,"Slice of Life,Comedy",PG-13,7.92,49212,108350,515
New Initial D Movie: Legend 2 - Tousou,Movie,1,Finished Airing,5/23/2015,-,-,"SANZIGEN,LIDENFILMS",Manga,"Cars,Seinen,Sports",PG-13,7.92,3888,8612,20
Tentai Senshi Sunred,TV,26,Finished Airing,10/3/2008,3/28/2009,Fall,AIC A.S.T.A.,Manga,"Comedy,Parody,Super Power,Seinen",PG-13,7.92,4625,15182,188
Ushiro no Shoumen Daare,Movie,1,Finished Airing,3/9/1991,-,-,Mushi Production,Novel,"Historical,Drama",G,7.92,1677,5525,16
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),TV,12,Finished Airing,7/12/2017,9/27/2017,Summer,Lerche,Light novel,"Drama,Psychological,School,Slice of Life",PG-13,7.92,114682,204851,2452
Yuru Yuri,TV,12,Finished Airing,7/3/2012,9/18/2012,Summer,Doga Kobo,Manga,"Slice of Life,Comedy,School,Shoujo Ai",PG-13,7.92,62661,107500,735
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,ONA,8,Finished Airing,3/11/2016,5/20/2016,-,Lerche,Manga,"Action,Comedy,School,Shounen",PG-13,7.91,4894,20506,73
Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,OVA,1,Finished Airing,7/24/2009,-,-,Sunrise,Original,"Action,Mecha,Military,Super Power",R,7.91,10723,29167,100
Dragon Ball Kai,TV,97,Finished Airing,4/5/2009,3/27/2011,Spring,Toei Animation,Manga,"Action,Adventure,Comedy,Fantasy,Martial Arts,Shounen,Super Power",PG-13,7.91,90622,158513,1667
Gakuen Babysitters,TV,12,Finished Airing,1/7/2018,3/25/2018,Winter,Brain's Base,Manga,"Slice of Life,Comedy,School,Shoujo",PG-13,7.91,18097,49130,339
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",TV,12,Finished Airing,1/9/2016,3/26/2016,Winter,A-1 Pictures,Novel,"Action,Military,Adventure,Fantasy",R,7.91,149746,245129,1201
Haikyuu!! Movie 4: Concept no Tatakai,Movie,1,Finished Airing,9/29/2017,-,-,Production I.G,Manga,"Comedy,Drama,School,Shounen,Sports",PG-13,7.91,722,9388,15
Kuroko no Basket 2nd Season NG-shuu,Special,9,Finished Airing,1/29/2014,9/24/2014,-,Production I.G,Manga,"Comedy,Sports",PG-13,7.91,13065,29276,127
New Initial D Movie: Legend 1 - Kakusei,Movie,1,Finished Airing,8/24/2014,-,-,"SANZIGEN,LIDENFILMS",Manga,"Action,Cars,Seinen,Sports",PG-13,7.91,5657,12272,34
New Initial D Movie: Legend 3 - Mugen,Movie,1,Finished Airing,2/6/2016,-,-,"SANZIGEN,LIDENFILMS",Manga,"Cars,Seinen,Sports",PG-13,7.91,2900,7345,22
Nodame Cantabile Finale Special,Special,1,Finished Airing,4/7/2010,-,-,J.C.Staff,Manga,"Comedy,Josei,Music,Romance",PG-13,7.91,15229,28466,33
Saint Seiya: Meiou Hades Meikai-hen,OVA,12,Finished Airing,12/17/2005,2/6/2007,-,Toei Animation,Manga,"Action,Adventure,Demons,Fantasy,Sci-Fi,Shounen,Super Power",PG-13,7.91,17194,27198,102
Shiki,TV,22,Finished Airing,7/9/2010,12/31/2010,Summer,Daume,Novel,"Mystery,Horror,Supernatural,Thriller,Vampire",R,7.91,147907,324124,5648
Slayers Try,TV,26,Finished Airing,4/4/1997,9/26/1997,Spring,J.C.Staff,Light novel,"Adventure,Comedy,Demons,Magic,Fantasy,Shounen",PG-13,7.91,21680,37768,194
Soukou Kihei Votoms,TV,52,Finished Airing,4/1/1983,3/23/1984,Spring,Sunrise,Original,"Action,Space,Mecha,Military,Drama,Sci-Fi",PG-13,7.91,3127,12120,266
Toshokan Sensou: Kakumei no Tsubasa,Movie,1,Finished Airing,6/16/2012,-,-,Production I.G,Novel,"Action,Comedy,Military,Romance",PG-13,7.91,5168,13289,30
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Movie,1,Finished Airing,12/6/2014,-,-,Xebec,Original,"Action,Military,Sci-Fi,Space,Drama",PG-13,7.91,2896,7566,5
Yowamushi Pedal: Glory Line,TV,25,Currently Airing,1/9/2018,-,Winter,TMS Entertainment,Manga,"Comedy,Drama,Shounen,Sports",PG-13,7.91,3140,17970,123
Bishoujo Senshi Sailor Moon S,TV,38,Finished Airing,3/19/1994,2/25/1995,Spring,Toei Animation,Manga,"Drama,Magic,Romance,Shoujo",PG-13,7.9,44985,79864,1016
Bleach,TV,366,Finished Airing,10/5/2004,3/27/2012,Fall,Studio Pierrot,Manga,"Action,Adventure,Comedy,Super Power,Supernatural,Shounen",PG-13,7.9,428123,808853,40480
Capeta,TV,52,Finished Airing,10/4/2005,9/26/2006,Fall,Studio Comet,Manga,"Cars,Shounen,Sports",PG,7.9,6030,12797,147
Detective Conan Movie 21: The Crimson Love Letter,Movie,1,Finished Airing,4/15/2017,-,-,TMS Entertainment,Manga,"Action,Mystery,Historical,Police,Drama,Romance",G,7.9,3601,9062,34
Detective Conan OVA 10: Kid in Trap Island,OVA,1,Finished Airing,4/14/2010,-,-,TMS Entertainment,Manga,"Adventure,Comedy,Mystery,Police,Shounen",PG-13,7.9,5031,9987,8
Ghost in the Shell 2: Innocence,Movie,1,Finished Airing,3/6/2004,-,-,Production I.G,Manga,"Military,Sci-Fi,Police,Psychological,Mecha",R,7.9,61237,106904,717
Hoozuki no Reitetsu 2nd Season,TV,13,Finished Airing,10/8/2017,12/31/2017,Fall,Studio Deen,Manga,"Comedy,Demons,Supernatural,Fantasy,Seinen",PG-13,7.9,6282,20231,36
InuYasha,TV,167,Finished Airing,10/16/2000,9/13/2004,Fall,Sunrise,Manga,"Action,Adventure,Comedy,Historical,Demons,Supernatural,Magic,Romance,Fantasy,Shounen",PG-13,7.9,180166,366938,12197
Inuyashiki,TV,11,Finished Airing,10/13/2017,12/22/2017,Fall,MAPPA,Manga,"Action,Drama,Psychological,Sci-Fi,Seinen",R,7.9,85862,193684,1181
Last Exile,TV,26,Finished Airing,4/8/2003,9/30/2003,Spring,Gonzo,Original,"Action,Sci-Fi,Adventure",PG-13,7.9,53263,122071,1659
Macross F Movie 1: Itsuwari no Utahime,Movie,1,Finished Airing,11/21/2009,-,-,"Satelight,8bit",Original,"Action,Mecha,Military,Music,Romance,Sci-Fi,Space",PG-13,7.9,12053,22980,55
Noragami OVA,OVA,2,Finished Airing,2/17/2014,7/17/2014,-,Bones,Manga,"Action,Adventure,Comedy,Supernatural,Shounen",PG-13,7.9,88954,153431,258
Paradise Kiss,TV,12,Finished Airing,10/14/2005,12/30/2005,Fall,Madhouse,Manga,"Slice of Life,Comedy,Drama,Romance,Josei",R,7.9,52422,104691,2031
Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,Special,2,Finished Airing,-,-,-,Toei Animation,Light novel,"Adventure,Sci-Fi,Shounen",PG-13,7.9,2900,6337,11
Shiki Specials,Special,2,Finished Airing,5/25/2011,6/22/2011,-,Daume,Novel,"Horror,Mystery,Supernatural,Vampire",R,7.9,26716,45407,66
Shin Mazinger Shougeki! Z-hen,TV,26,Finished Airing,4/4/2009,9/26/2009,Spring,"Bee Media,Code",Manga,"Action,Super Power,Drama,Mecha,Shounen",R,7.9,2968,9648,121
Transformers the Movie,Movie,1,Finished Airing,8/9/1986,-,-,Toei Animation,Novel,"Action,Mecha",PG,7.9,5715,8657,95
Wolf's Rain,TV,26,Finished Airing,1/7/2003,7/29/2003,Winter,Bones,Original,"Action,Adventure,Drama,Fantasy,Mystery,Sci-Fi",PG-13,7.9,90352,207824,4845
91 Days,TV,12,Finished Airing,7/9/2016,10/1/2016,Summer,Shuka,Original,"Action,Drama,Historical",R,7.89,110739,250404,2347
Break Blade 3: Kyoujin no Ato,Movie,1,Finished Airing,9/25/2010,-,-,"Production I.G,Xebec",Manga,"Action,Fantasy,Mecha,Military,Shounen",R,7.89,29973,47620,30
Chuunibyou demo Koi ga Shitai!,TV,12,Finished Airing,10/4/2012,12/20/2012,Fall,Kyoto Animation,Light novel,"Slice of Life,Comedy,Drama,Romance,School",PG-13,7.89,318575,552961,8989
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV,12,Finished Airing,7/4/2015,9/19/2015,Summer,A-1 Pictures,Novel,"Action,Military,Adventure,Fantasy",R,7.89,207562,368178,3785
Golden Time,TV,24,Finished Airing,10/4/2013,3/28/2014,Fall,J.C.Staff,Light novel,"Comedy,Drama,Romance",PG-13,7.89,209309,391655,6301
Hadashi no Gen,Movie,1,Finished Airing,7/21/1983,-,-,Madhouse,Manga,"Drama,Historical",PG-13,7.89,9098,22613,64
Haikyuu!!: Lev Genzan!,OVA,1,Finished Airing,3/4/2015,-,-,Production I.G,Manga,"Sports,Shounen",PG-13,7.89,24275,44232,96
Hidamari Sketch x Specials,Special,2,Finished Airing,10/23/2010,10/30/2010,-,Shaft,4-koma manga,"Slice of Life,Comedy,School,Seinen",PG-13,7.89,5130,10057,8
Kyousou Giga (TV),TV,10,Finished Airing,10/10/2013,12/19/2013,Fall,Toei Animation,Original,"Action,Supernatural,Fantasy",PG-13,7.89,30459,95769,1387
Little Witch Academia: Mahoujikake no Parade,Movie,1,Finished Airing,10/9/2015,-,-,Trigger,Original,"Adventure,Comedy,Magic,Fantasy,School",PG-13,7.89,58538,100092,280
Lucky Star: Original na Visual to Animation,OVA,1,Finished Airing,9/26/2008,-,-,Kyoto Animation,4-koma manga,"Comedy,Parody,School,Slice of Life",PG-13,7.89,58804,95043,216
Michiko to Hatchin,TV,22,Finished Airing,10/16/2008,3/19/2009,Fall,Manglobe,Original,"Action,Adventure",R,7.89,34377,102508,1407
Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13,Finished Airing,7/9/2016,10/1/2016,Summer,Madhouse,Light novel,"Action,Adventure,Fantasy,Military",R,7.89,76736,153008,750
Pokemon: The Origin,Special,4,Finished Airing,10/2/2013,-,-,"Production I.G,Xebec,OLM",Game,"Action,Adventure,Comedy,Fantasy,Kids",PG,7.89,80331,116573,441
Rurouni Kenshin DVD-BOX Special Ending,Special,1,Finished Airing,-,-,-,-,Manga,"Historical,Romance",G,7.89,4834,11698,60
Saraiya Goyou,TV,12,Finished Airing,4/16/2010,7/2/2010,Spring,Manglobe,Manga,"Mystery,Historical,Drama,Samurai,Seinen",PG-13,7.89,17456,51198,621
Seto no Hanayome,TV,26,Finished Airing,4/2/2007,10/1/2007,Spring,Gonzo,Manga,"Comedy,Parody,Romance,School,Shounen",PG-13,7.89,90532,202111,2572
Tsurezure Children,TV,12,Finished Airing,7/4/2017,9/19/2017,Summer,Studio Gokumi,4-koma manga,"Comedy,Romance,School,Shounen",PG-13,7.89,110762,220839,1152
White Album 2,TV,13,Finished Airing,10/6/2013,12/29/2013,Fall,Satelight,Visual novel,"Drama,Music,Romance,Slice of Life",PG-13,7.89,59820,129222,2338
Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2,Finished Airing,11/17/2009,2/17/2010,-,Shaft,Manga,"Comedy,Parody,School",R,7.89,11136,26682,27
City Hunter '91,TV,13,Finished Airing,4/28/1991,10/10/1991,Spring,Sunrise,Manga,"Action,Comedy,Mystery,Shounen",PG-13,7.88,3828,8366,21
Digimon Adventure,TV,54,Finished Airing,3/7/1999,3/26/2000,Spring,Toei Animation,Original,"Action,Adventure,Comedy,Fantasy,Kids",PG,7.88,149019,230912,3573
Final Fantasy VII: Advent Children,Movie,1,Finished Airing,9/14/2005,-,-,Square Enix,Game,"Action,Super Power,Fantasy",PG-13,7.88,112410,159645,1107
Hinamatsuri,TV,12,Currently Airing,4/6/2018,-,Spring,feel.,Manga,"Sci-Fi,Slice of Life,Comedy,Supernatural,Seinen",PG-13,7.88,5761,45638,74
InuYasha: Kuroi Tessaiga,Special,1,Finished Airing,7/30/2008,-,-,Sunrise,Light novel,"Adventure,Comedy,Demons,Fantasy,Magic,Romance,Shounen,Supernatural",PG-13,7.88,8242,21021,71
InuYasha: Tenka Hadou no Ken,Movie,1,Finished Airing,12/20/2003,-,-,Sunrise,Manga,"Adventure,Comedy,Demons,Drama,Fantasy,Historical,Romance,Shounen,Supernatural",PG-13,7.88,34181,59595,174
K-On!!: Keikaku!,Special,1,Finished Airing,3/16/2011,-,-,Kyoto Animation,Original,"Comedy,School,Music,Slice of Life",PG-13,7.88,36278,63233,141
Kami nomi zo Shiru Sekai,TV,12,Finished Airing,10/7/2010,12/23/2010,Fall,Manglobe,Manga,"Comedy,Harem,Romance,Shounen,Supernatural",PG-13,7.88,203888,361500,4751
Keroro Gunsou,TV,358,Finished Airing,4/3/2004,4/4/2011,Spring,Sunrise,Manga,"Comedy,Mecha,Parody,Sci-Fi,Shounen",PG-13,7.88,11247,40204,799
Master Keaton OVA,OVA,15,Finished Airing,12/21/1999,6/20/2000,-,Madhouse,Manga,"Adventure,Mystery",R,7.88,1481,4361,5
Mobile Suit Gundam SEED,TV,50,Finished Airing,10/5/2002,9/27/2003,Fall,Sunrise,Original,"Action,Space,Mecha,Romance,Military,Drama,Sci-Fi",R,7.88,65493,113055,3276
Shingeki no Kyojin OVA,OVA,3,Finished Airing,12/9/2013,8/8/2014,-,Wit Studio,Manga,"Action,Super Power,Drama,Fantasy,Shounen",R,7.88,97352,173929,616
Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,12,Finished Airing,4/11/2015,6/27/2015,Spring,Polygon Pictures,Manga,"Action,Sci-Fi,Space,Mecha,Seinen",R,7.88,41771,77402,300
Space Dandy,TV,13,Finished Airing,1/5/2014,3/27/2014,Winter,Bones,Original,"Sci-Fi,Space,Comedy",PG-13,7.88,74498,169530,2823
The Last: Naruto the Movie,Movie,1,Finished Airing,12/6/2014,-,-,Studio Pierrot,Manga,"Action,Super Power,Romance,Martial Arts,Shounen",PG-13,7.88,96730,151852,686
Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,1,Finished Airing,2/11/1984,-,-,Studio Pierrot,Manga,"Action,Adventure,Comedy,Romance,Drama,Sci-Fi",PG-13,7.88,3511,7674,110
Wotaku ni Koi wa Muzukashii,TV,11,Currently Airing,4/13/2018,-,Spring,A-1 Pictures,Web manga,"Comedy,Romance",PG-13,7.88,5398,73002,125
Yowamushi Pedal: New Generation,TV,25,Finished Airing,1/10/2017,6/27/2017,Winter,TMS Entertainment,Manga,"Comedy,Sports,Drama,Shounen",PG-13,7.88,14318,36198,112
Boruto: Naruto the Movie,Movie,1,Finished Airing,8/7/2015,-,-,Studio Pierrot,Manga,"Action,Comedy,Super Power,Martial Arts,Shounen",PG-13,7.87,102507,162028,708
Chi's Sweet Home: Atarashii Ouchi,TV,104,Finished Airing,3/30/2009,9/24/2009,Spring,Madhouse,Manga,"Comedy,Kids,Slice of Life",G,7.87,7330,19440,98
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Special,1,Finished Airing,9/29/2016,-,-,Lerche,Game,"Action,Psychological,Horror,Mystery",R,7.87,39579,65359,787
Detective Conan Movie 17: Private Eye in the Distant Sea,Movie,1,Finished Airing,4/20/2013,-,-,TMS Entertainment,Manga,"Adventure,Comedy,Mystery,Police,Shounen",G,7.87,10030,18146,13
Hanasakeru Seishounen,TV,39,Finished Airing,4/5/2009,2/14/2010,Spring,Studio Pierrot,Manga,"Drama,Romance,Shoujo",PG-13,7.87,16662,44300,500
Heartcatch Precure!,TV,49,Finished Airing,2/7/2010,1/30/2011,Winter,Toei Animation,Original,"Action,Slice of Life,Fantasy,Magic,Comedy,School,Shoujo",G,7.87,5369,16243,359
